GameId,GameDate,Quarter,Minute,Second,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,,SeriesFirstDown,,NextScore,Description,TeamWin,,,SeasonYear,Yards,Formation,PlayType,IsRush,IsPass,IsIncomplete,IsTouchdown,PassType,IsSack,IsChallenge,IsChallengeReversed,Challenger,IsMeasurement,IsInterception,IsFumble,IsPenalty,IsTwoPointConversion,IsTwoPointConversionSuccessful,RushDirection,YardLineFixed,YardLineDirection,IsPenaltyAccepted,PenaltyTeam,IsNoPlay,PenaltyType,PenaltyYards
2024122903,12/29/2024,4,10,53,IND,NYG,0,0,2,,1,,0,TWO-POINT CONVERSION ATTEMPT. 15-J.FLACCO PASS TO 11-M.PITTMAN IS COMPLETE. ATTEMPT FAILS.,0,,,2024,0,UNDER CENTER,TWO-POINT CONVERSION,0,0,0,0,,0,0,0,,0,0,0,0,1,0,,98,OPP,0,,0,,0
2024122903,12/29/2024,4,10,53,NYG,IND,0,0,0,,1,,0,TIMEOUT #1 BY NYG AT 10:53.,0,,,2024,0,UNDER CENTER,TIMEOUT,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,100,OPP,0,,0,,0
2024122903,12/29/2024,4,10,57,IND,NYG,3,3,13,,1,,0,"(10:57) (SHOTGUN) 15-J.FLACCO PASS SHORT RIGHT TO 14-A.PIERCE FOR 13 YARDS, TOUCHDOWN.",0,,,2024,13,SHOTGUN,PASS,0,1,0,1,SHORT RIGHT,0,0,0,,0,0,0,0,0,0,,87,OPP,0,,0,,0
2024122903,12/29/2024,4,11,40,IND,NYG,2,5,15,,0,,0,(11:40) 28-J.TAYLOR RIGHT GUARD TO NYG 13 FOR 2 YARDS (94-E.CHATMAN; 55-C.BASHAM).,0,,,2024,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT GUARD,85,OPP,0,,0,,0
2024122903,12/29/2024,4,12,17,IND,NYG,1,10,20,,0,,0,(12:17) (SHOTGUN) 28-J.TAYLOR LEFT TACKLE TO NYG 15 FOR 5 YARDS (94-E.CHATMAN; 47-T.SUMMERS).,0,,,2024,5,SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,LEFT TACKLE,80,OPP,0,,0,,0
2024122906,12/29/2024,1,9,59,TEN,JAX,1,10,41,,0,,0,(9:59) 2-T.SPEARS UP THE MIDDLE TO JAX 44 FOR -3 YARDS (5-A.CISCO).,0,,,2024,-3,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,59,OPP,0,,0,,0
2024122906,12/29/2024,1,10,46,TEN,JAX,0,0,35,,1,,0,"39-C.LITTLE KICKS 65 YARDS FROM JAX 35 TO END ZONE, TOUCHBACK TO THE TEN 30.",0,,,2024,0,UNDER CENTER,KICK OFF,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,65,OPP,0,,0,,0
2024122906,12/29/2024,1,10,46,JAX,TEN,0,0,0,,1,,0,TIMEOUT AT 10:46.,0,,,2024,0,UNDER CENTER,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,100,OPP,0,,0,,0
2024122906,12/29/2024,1,10,50,JAX,TEN,4,6,30,,0,,0,"(10:50) 39-C.LITTLE 48 YARD FIELD GOAL IS GOOD, CENTER-46-R.MATISCIK, HOLDER-9-L.COOKE.",0,,,2024,0,FIELD GOAL,FIELD GOAL,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,70,OPP,0,,0,,0
2024122906,12/29/2024,1,11,32,JAX,TEN,2,8,32,,0,,0,"(11:32) (NO HUDDLE, SHOTGUN) 1-T.ETIENNE UP THE MIDDLE TO TEN 30 FOR 2 YARDS (49-A.KEY).",0,,,2024,2,NO HUDDLE SHOTGUN,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,CENTER,68,OPP,0,,0,,0
2024122906,12/29/2024,1,11,57,JAX,TEN,1,10,34,,0,,0,(11:57) 1-T.ETIENNE RIGHT TACKLE TO TEN 32 FOR 2 YARDS (49-A.KEY; 35-D.WORLEY).,0,,,2024,2,UNDER CENTER,RUSH,1,0,0,0,,0,0,0,,0,0,0,0,0,0,RIGHT TACKLE,66,OPP,0,,0,,0
